,demand
7121,-1491287
7122,-1452810
7123,-1381583
7124,-1469801
7125,-1350950
7126,-1241533
7127,-1147895
7128,-1131334
7129,-1038913
7130,-1152752
7131,-1210002
7132,-1232927
7133,-1275236
7134,-1392632
7135,-1367448
7136,-1498253
7137,-1424310
7138,-1444640
7139,-1513761
7140,-1478096
7141,-1535895
7142,-1445592
7143,-1564349
7144,-1499093
7145,-1514840
7146,-1580432
7147,-1471813
7148,-1369440
7149,-1325130
7150,-1259975
7151,-1118205
7152,-1160263
7153,-1101165
7154,-1098018
7155,-1184799
7156,-1267827
7157,-1297311
7158,-1437737
7159,-1475161
7160,-1507373
7161,-1428383
7162,-1428315
7163,-1433826
7164,-1463150
7165,-1471563
7166,-1538035
7167,-1456113
7168,-1508847
7169,-1583087
7170,-1496997
7171,-1434205
7172,-1456846
7173,-1380412
7174,-1252617
7175,-1192866
7176,-1088021
7177,-1133450
7178,-1179260
7179,-1122574
7180,-1231450
7181,-1286739
7182,-1410967
7183,-1385503
7184,-1459529
7185,-1510749
7186,-1464836
7187,-1495776
7188,-1530113
7189,-1489310
7190,-1448131
7191,-1498455
7192,-1453181
7193,-1577328
7194,-1458238
7195,-1504178
7196,-1451210
7197,-1360393
7198,-1240796
7199,-1165978
7200,-1167298
7201,-1033017
7202,-1110351
7203,-1189683
7204,-1204036
7205,-1290390
7206,-1383153
7207,-1372238
7208,-1439787
7209,-1513483
7210,-1440445
7211,-1429736
7212,-1457481
7213,-1531603
7214,-1487345
7215,-1521468
7216,-1577395
7217,-1483581
7218,-1537337
7219,-1489627
7220,-1421698
7221,-1345831
7222,-1162982
7223,-1110016
7224,-1087866
7225,-1066349
7226,-1125904
7227,-1166990
7228,-1238510
7229,-1279623
7230,-1455107
7231,-1427850
7232,-1547608
7233,-1421395
7234,-1501466
7235,-1461980
7236,-1456501
7237,-1449567
7238,-1560687
7239,-1485241
7240,-1541666
7241,-1543217
7242,-1519074
7243,-1495303
7244,-1364858
7245,-1281908
7246,-1211624
7247,-1119773
7248,-1132194
7249,-1042712
7250,-1154387
7251,-1184666
7252,-1241361
7253,-1391347
7254,-1464261
7255,-1377028
7256,-1427787
7257,-1546053
7258,-1527645
7259,-1491471
7260,-1539634
7261,-1517104
7262,-1538545
7263,-1462793
7264,-1512255
7265,-1550240
7266,-1493751
7267,-1446125
7268,-1473146
7269,-1323404
7270,-1195201
7271,-1179166
7272,-1093810
7273,-1076151
7274,-1180162
7275,-1121283
7276,-1195913
7277,-1317987
7278,-1369681
7279,-1429952
7280,-1438656
7281,-1484551
7282,-1506400
7283,-1536363
7284,-1467070
7285,-1554966
7286,-1558479
7287,-1546316
7288,-1468274
7289,-1491561
7290,-1506538
7291,-1476540
7292,-1374644
7293,-1315981
7294,-1187061
7295,-1104926
7296,-1097175
7297,-1116077
7298,-1132697
7299,-1143658
7300,-1225851
7301,-1289942
7302,-1311487
7303,-1437713
7304,-1389370
7305,-1405284
7306,-1476492
7307,-1375431
7308,-1370259
7309,-1394993
7310,-1460049
7311,-1460018
7312,-1492482
7313,-1548639
7314,-1516561
7315,-1399533
7316,-1424479
7317,-1308577
7318,-1246062
7319,-1093087
7320,-1112111
7321,-1133563
7322,-1129761
7323,-1157711
7324,-1245860
7325,-1229236
7326,-1372620
7327,-1336296
7328,-1481948
7329,-1371527
7330,-1483671
7331,-1468398
7332,-1422841
7333,-1404500
7334,-1454665
7335,-1461511
7336,-1462220
7337,-1526739
7338,-1523202
7339,-1436056
7340,-1348967
7341,-1259695
7342,-1237533
7343,-1167943
7344,-1087767
7345,-1124537
7346,-1108011
7347,-1100644
7348,-1249457
7349,-1244668
7350,-1308096
7351,-1398233
7352,-1497402
7353,-1409616
7354,-1412705
7355,-1485335
7356,-1468133
7357,-1512363
7358,-1490318
7359,-1435079
7360,-1514906
7361,-1578796
7362,-1445855
7363,-1356772
7364,-1390944
7365,-1307641
7366,-1181615
7367,-1147086
7368,-1168362
7369,-1134056
7370,-1149603
7371,-1199692
7372,-1172355
7373,-1346182
7374,-1307855
7375,-1385465
7376,-1485015
7377,-1489033
7378,-1358723
7379,-1472742
7380,-1505983
7381,-1477220
7382,-1421838
7383,-1424463
7384,-1501631
7385,-1482218
7386,-1543110
7387,-1380649
7388,-1431838
7389,-1351132
7390,-1224519
7391,-1094410
7392,-1103126
7393,-1077635
7394,-1154987
7395,-1156787
7396,-1221331
7397,-1327487
7398,-1307486
7399,-1402851
7400,-1449615
7401,-1503203
7402,-1448872
7403,-1493193
7404,-1443971
7405,-1485677
7406,-1425617
7407,-1414620
7408,-1488418
7409,-1526018
7410,-1487195
7411,-1462566
7412,-1444572
7413,-1291366
7414,-1133794
7415,-1104145
7416,-1104614
7417,-1134749
7418,-1067778
7419,-1181896
7420,-1226579
7421,-1313912
7422,-1374419
7423,-1358246
7424,-1417125
7425,-1464388
7426,-1457067
7427,-1355342
7428,-1506011
7429,-1413673
7430,-1440159
7431,-1377918
7432,-1557046
7433,-1576972
7434,-1482674
7435,-1352155
7436,-1402924
7437,-1282106
7438,-1226942
7439,-1162277
7440,-1127886
7441,-1103711
7442,-1115512
7443,-1100276
7444,-1237564
7445,-1292398
7446,-1360637
7447,-1371828
7448,-1493997
7449,-1398088
7450,-1464710
7451,-1375312
7452,-1418790
7453,-1382104
7454,-1483039
7455,-1383283
7456,-1481592
7457,-1502984
7458,-1446989
7459,-1421655
7460,-1406428
7461,-1279204
7462,-1224343
7463,-1193964
7464,-1106643
7465,-1070583
7466,-1102967
7467,-1127547
7468,-1272952
7469,-1260838
7470,-1369071
7471,-1379782
7472,-1398234
7473,-1458046
7474,-1376171
7475,-1378911
7476,-1442972
7477,-1426586
7478,-1468148
7479,-1396271
7480,-1552589
7481,-1567513
7482,-1519396
7483,-1351982
7484,-1329169
7485,-1284862
7486,-1166986
7487,-1106954
7488,-1076864
7489,-1049552
7490,-1076648
7491,-1097684
7492,-1249580
7493,-1259315
7494,-1375805
7495,-1314326
7496,-1472192
7497,-1484309
7498,-1471036
7499,-1476154
7500,-1416626
7501,-1495957
7502,-1420357
7503,-1384800
7504,-1524451
7505,-1584664
7506,-1462012
7507,-1415452
7508,-1439863
7509,-1275002
7510,-1171730
7511,-1095659
7512,-1145290
7513,-1092053
7514,-1080611
7515,-1181683
7516,-1156676
7517,-1333338
7518,-1400983
7519,-1376173
7520,-1451717
7521,-1480056
7522,-1471587
7523,-1364739
7524,-1386551
7525,-1396966
7526,-1407558
7527,-1441085
7528,-1577566
7529,-1479443
7530,-1438005
7531,-1397281
7532,-1444000
7533,-1270564
7534,-1201934
7535,-1178012
7536,-1131186
7537,-1111150
7538,-1120519
7539,-1115971
7540,-1227887
7541,-1340353
7542,-1392389
7543,-1331358
7544,-1463926
7545,-1415181
7546,-1362515
7547,-1444281
7548,-1500213
7549,-1447238
7550,-1406989
7551,-1453541
7552,-1497867
7553,-1548346
7554,-1526912
7555,-1490732
7556,-1435946
7557,-1253670
7558,-1234104
7559,-1187391
7560,-1138649
7561,-1071647
7562,-1095518
7563,-1091614
7564,-1277020
7565,-1344139
7566,-1308770
7567,-1325575
7568,-1395747
7569,-1409258
7570,-1480957
7571,-1374042
7572,-1380352
7573,-1398264
7574,-1441797
7575,-1459034
7576,-1432827
7577,-1529519
7578,-1499198
7579,-1409665
7580,-1456297
7581,-1281252
7582,-1213632
7583,-1131666
7584,-1138084
7585,-1116957
7586,-1115367
7587,-1149295
7588,-1266502
7589,-1334662
7590,-1385979
7591,-1438641
7592,-1484807
7593,-1428862
7594,-1354024
7595,-1429971
7596,-1491493
7597,-1448568
7598,-1437616
7599,-1462618
7600,-1439050
7601,-1509261
7602,-1540969
7603,-1458155
7604,-1398004
7605,-1365778
7606,-1191069
7607,-1190912
7608,-1075524
7609,-1041588
7610,-1110806
7611,-1142052
7612,-1248550
7613,-1332398
7614,-1319646
7615,-1343685
7616,-1357925
7617,-1452783
7618,-1389805
7619,-1448641
7620,-1412492
7621,-1495885
7622,-1420773
7623,-1477338
7624,-1491393
7625,-1521951
7626,-1469199
7627,-1421903
7628,-1441046
7629,-1294246
7630,-1188969
7631,-1151714
7632,-1170482
7633,-1094820
7634,-1116747
7635,-1182409
7636,-1163853
7637,-1257182
7638,-1303675
7639,-1407311
7640,-1424701
7641,-1408792
7642,-1429675
7643,-1393339
7644,-1417595
7645,-1443240
7646,-1416382
7647,-1416909
7648,-1569036
7649,-1441267
7650,-1483228
7651,-1386722
7652,-1396701
7653,-1343142
7654,-1232583
7655,-1201001
7656,-1178488
7657,-1125537
7658,-1130723
7659,-1173881
7660,-1212610
7661,-1290861
7662,-1350451
7663,-1379831
7664,-1452460
7665,-1401119
7666,-1471343
7667,-1355038
7668,-1378611
7669,-1428290
7670,-1389156
7671,-1453105
7672,-1472895
7673,-1527761
7674,-1539848
7675,-1356705
7676,-1426098
7677,-1351877
7678,-1229759
7679,-1117718
7680,-1152546
7681,-1061791
7682,-1102485
7683,-1153876
7684,-1242540
7685,-1339756
7686,-1373497
7687,-1323166
7688,-1433848
7689,-1455743
7690,-1363614
7691,-1486099
7692,-1469008
7693,-1421188
7694,-1355627
7695,-1406204
7696,-1477313
7697,-1576700
7698,-1487469
7699,-1377976
7700,-1433944
7701,-1327649
7702,-1214646
7703,-1149877
7704,-1091919
7705,-1066444
7706,-1161065
7707,-1203392
7708,-1168064
7709,-1325155
7710,-1314861
7711,-1356444
7712,-1435460
7713,-1421705
7714,-1379351
7715,-1441848
7716,-1403668
7717,-1382666
7718,-1385878
7719,-1443750
7720,-1460436
7721,-1540296
7722,-1514570
7723,-1448034
7724,-1356374
7725,-1374091
7726,-1140531
7727,-1091986
7728,-1101424
7729,-1069905
7730,-1109600
7731,-1142337
7732,-1253585
7733,-1235440
7734,-1387411
7735,-1384914
7736,-1469738
7737,-1468827
7738,-1448305
7739,-1424511
7740,-1405154
7741,-1480698
7742,-1473305
7743,-1389795
7744,-1573715
7745,-1464219
7746,-1447659
7747,-1380048
7748,-1455199
7749,-1268767
7750,-1154413
7751,-1187829
7752,-1076813
7753,-1091316
7754,-1112059
7755,-1137125
7756,-1228863
7757,-1292455
7758,-1414879
7759,-1408644
7760,-1373046
7761,-1421704
7762,-1358690
7763,-1355575
7764,-1378274
7765,-1470432
7766,-1391037
7767,-1469915
7768,-1440309
7769,-1575987
7770,-1524972
7771,-1406484
7772,-1400651
7773,-1248570
7774,-1177410
7775,-1183386
7776,-1119136
7777,-1067090
7778,-1078868
7779,-1152977
7780,-1212594
7781,-1247389
7782,-1374626
7783,-1325807
7784,-1413143
7785,-1376739
7786,-1395893
7787,-1388246
7788,-1365319
7789,-1403021
7790,-1453393
7791,-1469906
7792,-1435842
7793,-1534488
7794,-1499109
7795,-1467821
7796,-1404492
7797,-1333631
7798,-1171567
7799,-1165282
7800,-1089829
7801,-1062990
7802,-1118863
7803,-1204754
7804,-1252579
7805,-1290325
7806,-1311082
7807,-1328924
7808,-1405454
7809,-1461906
7810,-1411036
7811,-1374997
7812,-1459471
7813,-1442341
7814,-1405321
7815,-1435375
7816,-1501944
7817,-1550002
7818,-1417929
7819,-1363019
7820,-1454104
7821,-1258629
7822,-1189326
7823,-1164852
7824,-1109980
7825,-1076786
7826,-1132359
7827,-1182133
7828,-1216973
7829,-1254014
7830,-1289922
7831,-1328431
7832,-1442284
7833,-1454933
7834,-1473614
7835,-1421115
7836,-1415309
7837,-1443816
7838,-1437077
7839,-1403750
7840,-1537236
7841,-1443943
7842,-1476076
7843,-1442487
7844,-1362350
7845,-1295016
7846,-1240247
7847,-1101393
7848,-1105591
7849,-1096669
7850,-1090834
7851,-1094646
7852,-1239108
7853,-1260927
7854,-1333127
7855,-1436135
7856,-1495845
7857,-1478257
7858,-1469582
7859,-1361008
7860,-1418574
7861,-1382548
7862,-1374859
7863,-1443134
7864,-1476392
7865,-1501539
7866,-1545817
7867,-1416170
7868,-1395754
7869,-1252282
7870,-1194995
7871,-1141708
7872,-1124499
7873,-1028221
7874,-1123055
7875,-1149115
7876,-1205419
7877,-1334054
7878,-1337277
7879,-1372413
7880,-1379136
7881,-1474860
7882,-1389299
7883,-1366045
7884,-1372085
7885,-1439624
7886,-1389479
7887,-1448864
7888,-1575267
7889,-1516843
7890,-1552292
7891,-1405110
7892,-1438177
7893,-1354112
7894,-1210532
7895,-1099917
7896,-1118397
7897,-1123909
7898,-1147289
7899,-1166443
7900,-1246921
7901,-1242915
7902,-1337534
7903,-1385429
7904,-1429125
7905,-1406759
7906,-1487309
7907,-1425385
7908,-1384705
7909,-1381868
7910,-1372636
7911,-1442075
7912,-1501511
7913,-1497337
7914,-1476308
7915,-1417501
7916,-1430582
7917,-1374204
7918,-1159260
7919,-1187014
7920,-1177110
7921,-1058013
7922,-1127821
7923,-1093656
7924,-1203153
7925,-1338432
7926,-1374071
7927,-1359916
7928,-1450775
7929,-1403810
7930,-1407569
7931,-1439847
7932,-1427075
7933,-1479049
7934,-1437933
7935,-1370520
7936,-1515102
7937,-1445081
7938,-1563155
7939,-1442214
7940,-1437872
7941,-1305101
7942,-1243310
7943,-1150574
7944,-1096062
7945,-1048285
7946,-1074690
7947,-1204007
7948,-1221354
7949,-1312403
7950,-1401631
7951,-1374625
7952,-1477679
7953,-1511819
7954,-1408961
7955,-1448900
7956,-1454412
7957,-1409376
7958,-1404382
7959,-1470272
7960,-1467829
7961,-1571364
7962,-1531897
7963,-1441907
7964,-1440975
7965,-1316547
7966,-1222155
7967,-1185998
7968,-1173952
7969,-1058911
7970,-1141204
7971,-1142034
7972,-1236358
7973,-1225828
7974,-1412316
7975,-1361259
7976,-1482962
7977,-1464654
7978,-1352848
7979,-1415636
7980,-1477051
7981,-1399178
7982,-1428668
7983,-1454421
7984,-1577989
7985,-1450978
7986,-1540422
7987,-1372197
7988,-1380268
7989,-1322951
7990,-1217998
7991,-1193751
7992,-1092695
7993,-1098758
7994,-1157317
7995,-1201909
7996,-1256286
7997,-1243587
7998,-1327536
7999,-1376340
8000,-1490154
8001,-1497999
8002,-1433061
8003,-1377379
8004,-1470069
8005,-1459174
8006,-1465088
8007,-1505931
8008,-1574096
8009,-1441989
8010,-1451799
8011,-1355765
8012,-1362580
8013,-1358924
8014,-1165805
8015,-1120266
8016,-1181376
8017,-1052744
8018,-1080317
8019,-1088411
8020,-1083623
8021,-1178171
8022,-1127396
8023,-1156926
8024,-1260058
8025,-1307759
8026,-1234803
8027,-1259025
8028,-1254605
8029,-1176273
8030,-1192550
8031,-1294319
8032,-1418354
8033,-1514948
8034,-1459282
8035,-1391990
8036,-1352447
8037,-1264170
8038,-1097393
8039,-1185435
8040,-1082902
8041,-1081035
8042,-1098146
8043,-1073509
8044,-1155489
8045,-1108106
8046,-1198988
8047,-1162716
8048,-1261520
8049,-1314852
8050,-1204124
8051,-1237277
8052,-1273036
8053,-1212984
8054,-1221032
8055,-1288167
8056,-1410957
8057,-1460282
8058,-1448765
8059,-1400163
8060,-1282703
8061,-1212263
8062,-1092397
8063,-1124202
8064,-1181993
8065,-1071439
8066,-1086321
8067,-1073460
8068,-1172456
8069,-1156868
8070,-1153803
8071,-1161202
8072,-1270342
8073,-1280411
8074,-1292245
8075,-1266476
8076,-1195189
8077,-1297169
8078,-1180390
8079,-1313502
8080,-1397072
8081,-1506465
8082,-1406629
8083,-1403388
8084,-1351808
8085,-1305815
8086,-1146517
8087,-1151985
8088,-1123294
8089,-1062837
8090,-1091379
8091,-1121937
8092,-1142621
8093,-1112500
8094,-1175623
8095,-1259918
8096,-1290017
8097,-1275046
8098,-1256276
8099,-1257004
8100,-1278164
8101,-1187768
8102,-1198074
8103,-1268869
8104,-1416647
8105,-1476931
8106,-1431365
8107,-1394877
8108,-1393716
8109,-1272135
8110,-1140036
8111,-1186528
8112,-1077348
8113,-1120731
8114,-1021454
8115,-1064590
8116,-1123262
8117,-1174148
8118,-1214094
8119,-1170160
8120,-1325143
8121,-1281104
8122,-1207252
8123,-1288481
8124,-1227095
8125,-1296616
8126,-1261740
8127,-1293873
8128,-1432390
8129,-1407846
8130,-1483868
8131,-1384301
8132,-1293104
8133,-1231450
8134,-1155637
8135,-1092012
8136,-1144800
8137,-1079729
8138,-1052621
8139,-1105356
8140,-1149700
8141,-1149096
8142,-1162885
8143,-1228769
8144,-1256851
8145,-1302846
8146,-1240694
8147,-1287778
8148,-1243858
8149,-1263420
8150,-1210351
8151,-1297069
8152,-1471333
8153,-1442101
8154,-1468709
8155,-1413896
8156,-1389285
8157,-1274986
8158,-1123046
8159,-1095293
8160,-1089668
8161,-1107572
8162,-1048343
8163,-1053440
8164,-1162617
8165,-1113983
8166,-1187221
8167,-1171315
8168,-1218148
8169,-1327271
8170,-1316426
8171,-1249472
8172,-1305987
8173,-1209792
8174,-1205042
8175,-1293054
8176,-1511429
8177,-1493976
8178,-1470379
8179,-1434012
8180,-1275360
8181,-1188899
8182,-1119506
8183,-1154945
8184,-1168192
8185,-1034584
8186,-1057519
8187,-1121584
8188,-1140937
8189,-1138663
8190,-1187477
8191,-1183473
8192,-1249404
8193,-1301984
8194,-1254766
8195,-1300407
8196,-1279810
8197,-1231922
8198,-1242231
8199,-1346202
8200,-1482022
8201,-1489288
8202,-1379841
8203,-1385384
8204,-1289827
8205,-1311588
8206,-1099490
8207,-1109546
8208,-1089714
8209,-1084418
8210,-1112378
8211,-1106983
8212,-1073497
8213,-1133041
8214,-1136933
8215,-1172996
8216,-1262206
8217,-1288299
8218,-1213446
8219,-1274351
8220,-1302935
8221,-1290607
8222,-1260518
8223,-1246751
8224,-1503421
8225,-1512714
8226,-1420024
8227,-1323435
8228,-1372249
8229,-1295777
8230,-1114585
8231,-1167416
8232,-1090916
8233,-1101296
8234,-1101667
8235,-1087296
8236,-1076078
8237,-1092921
8238,-1122768
8239,-1201116
8240,-1237163
8241,-1315673
8242,-1245918
8243,-1225988
8244,-1206519
8245,-1288975
8246,-1191668
8247,-1262561
8248,-1496760
8249,-1446122
8250,-1445205
8251,-1341333
8252,-1342871
8253,-1252781
8254,-1131221
8255,-1091018
8256,-1160863
8257,-1049464
8258,-1091080
8259,-1063374
8260,-1106917
8261,-1095431
8262,-1174727
8263,-1189261
8264,-1228633
8265,-1258050
8266,-1264581
8267,-1212071
8268,-1226088
8269,-1203688
8270,-1185343
8271,-1260385
8272,-1469037
8273,-1509380
8274,-1422741
8275,-1347935
8276,-1363923
8277,-1267007
8278,-1112789
8279,-1183639
8280,-1145883
8281,-1101301
8282,-1019658
8283,-1076484
8284,-1145665
8285,-1183344
8286,-1159872
8287,-1182819
8288,-1263145
8289,-1273066
8290,-1285437
8291,-1208156
8292,-1293337
8293,-1258055
8294,-1176663
8295,-1252015
8296,-1494494
8297,-1447930
8298,-1373324
8299,-1386471
8300,-1366627
8301,-1311676
8302,-1190197
8303,-1154174
8304,-1165198
8305,-1120756
8306,-1023005
8307,-1061261
8308,-1098127
8309,-1119047
8310,-1176305
8311,-1153975
8312,-1299578
8313,-1262123
8314,-1256338
8315,-1264339
8316,-1267568
8317,-1202946
8318,-1210348
8319,-1339675
8320,-1419719
8321,-1487903
8322,-1427468
8323,-1400972
8324,-1280375
8325,-1301908
8326,-1125610
8327,-1179096
8328,-1140188
8329,-1107743
8330,-1043457
8331,-1135992
8332,-1140758
8333,-1094336
8334,-1120848
8335,-1236998
8336,-1321401
8337,-1337610
8338,-1279560
8339,-1296718
8340,-1293822
8341,-1297062
8342,-1170880
8343,-1262415
8344,-1516937
8345,-1487234
8346,-1415828
8347,-1445143
8348,-1359690
8349,-1249785
8350,-1134354
8351,-1103780
8352,-1138564
8353,-1110426
8354,-1035843
8355,-1042369
8356,-1083718
8357,-1175272
8358,-1136621
8359,-1169758
8360,-1336468
8361,-1252288
8362,-1295996
8363,-1256593
8364,-1188410
8365,-1223120
8366,-1205822
8367,-1224020
8368,-1509437
8369,-1492032
8370,-1424690
8371,-1331552
8372,-1304704
8373,-1311738
8374,-1189074
8375,-1171030
8376,-1095222
8377,-1104222
8378,-1026781
8379,-1124795
8380,-1165937
8381,-1113370
8382,-1205869
8383,-1170324
8384,-1340158
8385,-1224170
8386,-1323479
8387,-1320813
8388,-1195087
8389,-1232803
8390,-1237757
8391,-1242556
8392,-1450006
8393,-1503042
8394,-1483045
8395,-1438839
8396,-1307293
8397,-1210272
8398,-1162490
8399,-1188959
8400,-1177192
8401,-1053904
8402,-1097957
8403,-1041272
8404,-1103324
8405,-1181051
8406,-1147706
8407,-1257707
8408,-1248075
8409,-1281306
8410,-1219445
8411,-1218800
8412,-1277064
8413,-1290509
8414,-1180721
8415,-1219974
8416,-1536790
8417,-1500153
8418,-1453163
8419,-1417927
8420,-1352252
8421,-1212078
8422,-1102743
8423,-1106824
8424,-1088156
8425,-1116181
8426,-1059553
8427,-1087560
8428,-1118064
8429,-1109535
8430,-1187389
8431,-1197779
8432,-1302218
8433,-1339078
8434,-1286120
8435,-1320044
8436,-1219294
8437,-1259971
8438,-1208491
8439,-1232324
8440,-1409667
8441,-1423303
8442,-1379430
8443,-1429490
8444,-1346492
8445,-1204065
8446,-1181731
8447,-1163551
8448,-1100196
8449,-1028315
8450,-1012475
8451,-1123031
8452,-1123248
8453,-1137393
8454,-1188445
8455,-1188511
8456,-1227934
8457,-1305339
8458,-1215819
8459,-1314457
8460,-1206616
8461,-1283331
8462,-1265632
8463,-1268964
8464,-1471094
8465,-1452543
8466,-1396323
8467,-1355745
8468,-1357352
8469,-1296965
8470,-1104386
8471,-1158886
8472,-1118004
8473,-1068233
8474,-1110995
8475,-1093730
8476,-1130486
8477,-1138143
8478,-1150701
8479,-1255311
8480,-1243325
8481,-1253483
8482,-1290642
8483,-1267941
8484,-1208400
8485,-1279557
8486,-1184131
8487,-1313309
8488,-1414011
8489,-1514096
8490,-1438362
8491,-1371022
8492,-1384253
8493,-1287582
8494,-1156542
8495,-1159416
8496,-1094898
8497,-1053264
8498,-1066697
8499,-1037766
8500,-1168941
8501,-1116357
8502,-1132693
8503,-1204670
8504,-1243262
8505,-1272985
8506,-1304722
8507,-1293081
8508,-1235822
8509,-1176510
8510,-1160828
8511,-1302075
8512,-1407469
8513,-1412276
8514,-1432236
8515,-1411631
8516,-1279144
8517,-1267101
8518,-1102508
8519,-1126818
8520,-1090077
8521,-1080463
8522,-1088289
8523,-1077392
8524,-1085038
8525,-1131171
8526,-1151835
8527,-1199071
8528,-1239124
8529,-1340867
8530,-1309727
8531,-1223748
8532,-1310431
8533,-1235530
8534,-1266115
8535,-1286244
8536,-1529397
8537,-1514961
8538,-1437268
8539,-1394594
8540,-1284868
8541,-1187776
8542,-1157911
8543,-1192148
8544,-1172078
8545,-1049089
8546,-1047001
8547,-1132176
8548,-1140817
8549,-1181778
8550,-1127876
8551,-1228554
8552,-1243132
8553,-1259831
8554,-1279430
8555,-1291705
8556,-1284832
8557,-1294418
8558,-1177510
8559,-1341397
8560,-1516907
8561,-1463398
8562,-1473270
8563,-1428512
8564,-1376212
8565,-1203303
8566,-1087578
8567,-1117360
8568,-1143188
8569,-1080007
8570,-1034295
8571,-1081301
8572,-1082378
8573,-1135153
8574,-1144146
8575,-1173003
8576,-1329225
8577,-1297130
8578,-1202410
8579,-1241588
8580,-1258349
8581,-1248527
8582,-1233638
8583,-1326025
8584,-1427895
8585,-1514593
8586,-1488185
8587,-1418591
8588,-1313203
8589,-1256380
8590,-1100101
8591,-1121943
8592,-1119750
8593,-1117610
8594,-1037090
8595,-1087042
8596,-1092981
8597,-1189114
8598,-1191705
8599,-1150912
8600,-1278639
8601,-1244963
8602,-1237150
8603,-1306756
8604,-1246267
8605,-1212176
8606,-1165023
8607,-1325554
8608,-1519519
8609,-1432447
8610,-1425239
8611,-1326307
8612,-1344101
8613,-1267795
8614,-1132779
8615,-1198812
8616,-1114469
8617,-1019192
8618,-1054242
8619,-1055082
8620,-1149432
8621,-1160215
8622,-1192642
8623,-1228396
8624,-1285598
8625,-1341514
8626,-1261410
8627,-1315861
8628,-1277196
8629,-1199484
8630,-1251306
8631,-1345430
8632,-1509255
8633,-1507395
8634,-1464305
8635,-1360677
8636,-1375341
8637,-1211435
8638,-1121657
8639,-1191627
8640,-1111741
8641,-1071028
8642,-1063674
8643,-1112792
8644,-1080202
8645,-1146881
8646,-1120563
8647,-1247063
8648,-1305124
8649,-1327686
8650,-1264750
8651,-1256585
8652,-1275011
8653,-1195811
8654,-1182826
8655,-1342389
8656,-1411693
8657,-1467969
8658,-1370673
8659,-1398577
8660,-1394940
8661,-1240007
8662,-1124118
8663,-1184127
8664,-1145166
8665,-1066263
8666,-1090966
8667,-1033691
8668,-1126611
8669,-1179809
8670,-1198348
8671,-1249874
8672,-1223862
8673,-1315794
8674,-1248400
8675,-1249325
8676,-1213414
8677,-1253480
8678,-1193728
8679,-1254945
8680,-1472017
8681,-1486513
8682,-1485479
8683,-1318919
8684,-1324510
8685,-1250160
8686,-1165316
8687,-1108678
8688,-1150226
8689,-1083152
8690,-1048115
8691,-1126991
8692,-1155050
8693,-1109876
8694,-1177157
8695,-1164163
8696,-1217919
8697,-1290025
8698,-1274752
8699,-1286343
8700,-1214496
8701,-1291266
8702,-1204042
8703,-1323014
8704,-1500425
8705,-1488159
8706,-1477678
8707,-1437936
8708,-1269457
8709,-1213878
8710,-1198046
8711,-1200669
8712,-1097815
8713,-1090599
8714,-1012257
8715,-1111064
8716,-1125047
8717,-1159412
8718,-1207226
8719,-1254763
8720,-1307168
8721,-1261715
8722,-1276486
8723,-1317367
8724,-1232897
8725,-1181964
8726,-1235959
8727,-1339293
8728,-1463874
8729,-1455663
8730,-1421107
8731,-1438998
8732,-1361506
8733,-1310138
8734,-1123674
8735,-1187681
8736,-1147250
8737,-1042469
8738,-1060510
8739,-1067147
8740,-1108801
8741,-1180110
8742,-1124126
8743,-1201786
8744,-1237507
8745,-1344924
8746,-1273746
8747,-1265001
8748,-1197552
8749,-1280194
8750,-1270001
8751,-1278284
8752,-1530691
8753,-1477505
8754,-1391356
8755,-1433411
8756,-1374066
8757,-1190463
8758,-1197163
8759,-1165569
